BRCH,RT_NO,SETY,STYPE,SERV,ROUTENAME,ROUTE_NO,FROM1,TO1,DEP_TIME,ARR_TIME
SVN,71,H,SLF,C,PBS-VADIPATTI,71,PBS,VADIPATTI,12.45,13.45
SVN,71,H,SLF,C,PBS-VADIPATTI,71,VADIPATTI,PBS,13.50,14.50
SVN,71,H,SLF,C,PBS-VADIPATTI,71,PBS,VADIPATTI,15.05,16.05
SVN,71,H,SLF,C,PBS-VADIPATTI,71,VADIPATTI,PBS,16.10,17.10
SVN,71,H,SLF,C,PBS-VADIPATTI,71,PBS,VADIPATTI,17.25,18.25
SVN,71,H,SLF,C,PBS-VADIPATTI,71,VADIPATTI,PBS,19.30,19.30
SVN,71,H,SLF,C,PBS-VADIPATTI,71,PBS,VADIPATTI,19.35,20.35
SVN,71,I,SLF,C,PBS-VADIPATTI,71,VADIPATTI,PBS,6.00,6.55
SVN,71,I,SLF,C,PBS-VADIPATTI,71,PBS,VADIPATTI,6.57,7.57
SVN,71,I,SLF,C,PBS-VADIPATTI,71,VADIPATTI,PBS,8.12,9.12
SVN,71,I,SLF,C,PBS-VADIPATTI,71,PBS,VADIPATTI,9.17,10.17
SVN,71,I,SLF,C,PBS-VADIPATTI,71,VADIPATTI,PBS,10.22,11.22
SVN,71,I,SLF,C,PBS-VADIPATTI,71,PBS,VADIPATTI,11.27,12.27
SVN,71,I,SLF,C,PBS-VADIPATTI,71,VADIPATTI,PBS,12.32,13.32
SVN,71,I,SLF,C,PBS-VADIPATTI,71,PBS,VADIPATTI,13.37,14.37
SVN,71,I,SLF,C,PBS-VADIPATTI,71,VADIPATTI,PBS,14.42,15.42
SVN,71,I,SLF,C,PBS-VADIPATTI,71X,PBS,VADIPATTI GIRLS HSS,15.57,17.00
SVN,71,I,SLF,C,PBS-VADIPATTI,71X,VADIPATTI GIRLS HSS,PBS,17.02,18.05
SVN,71,I,SLF,C,PBS-VADIPATTI,71,PBS,VADIPATTI,18.17,19.17
SVN,71,I,SLF,C,PBS-VADIPATTI,71,VADIPATTI,PBS,19.22,20.22
SVN,71,I,SLF,C,PBS-VADIPATTI,71,PBS,VADIPATTI,20.27,21.27
PON,71,J,SLF,C,PBS-VADIPATTI,71,PBS,VADIPATTI,5.05,6.00
PON,71,J,SLF,C,PBS-VADIPATTI,71,VADIPATTI,PBS,6.05,7.05
PON,71,J,SLF,C,PBS-VADIPATTI,71,PBS,VADIPATTI,7.20,8.20
PON,71,J,SLF,C,PBS-VADIPATTI,71,VADIPATTI,PBS,8.20,9.25
PON,71,J,SLF,C,PBS-VADIPATTI,71,PBS,VADIPATTI,9.30,10.30
PON,71,J,SLF,C,PBS-VADIPATTI,71,VADIPATTI,PBS,10.35,11.35
PON,71,J,SLF,C,PBS-VADIPATTI,71,PBS,VADIPATTI,11.40,12.40
PON,71,J,SLF,C,PBS-VADIPATTI,71,VADIPATTI,PBS,12.45,13.45
PON,71,J,SLF,C,PBS-VADIPATTI,71,PBS,VADIPATTI,14.00,15.00
PON,71,J,SLF,C,PBS-VADIPATTI,71,VADIPATTI,PBS,15.05,16.05
PON,71,J,SLF,C,PBS-VADIPATTI,71,PBS,VADIPATTI,16.20,17.20
PON,71,J,SLF,C,PBS-VADIPATTI,71,VADIPATTI,PBS,17.25,18.25
PON,71,J,SLF,C,PBS-VADIPATTI,71,PBS,VADIPATTI,18.30,19.30
PON,71,J,SLF,C,PBS-VADIPATTI,71,VADIPATTI,PBS,19.35,20.35
SVN,71,K,EXP,C,PBS-VADIPATTI,L8X,SHOLAVANDAN,VADIPATTI,5.00,5.20
SVN,71,K,EXP,C,PBS-VADIPATTI,L8X,VADIPATTI,SHOLAVANDAN,5.40,6.00
SVN,71,K,EXP,C,PBS-VADIPATTI,L8X,SHOLAVANDAN,VADIPATTI,6.10,6.30
SVN,71,K,EXP,C,PBS-VADIPATTI,L8X,VADIPATTI,SHOLAVANDAN,6.40,7.00
SVN,71,K,EXP,C,PBS-VADIPATTI,L8X,SHOLAVANDAN,VADIPATTI,7.10,7.30
SVN,71,K,EXP,C,PBS-VADIPATTI,L8X,VADIPATTI,SHOLAVANDAN,7.40,8.00
SVN,71,K,EXP,C,PBS-VADIPATTI,L8Y,SHOLAVANDAN,VADIPATTI,8.15,8.35
SVN,71,K,EXP,C,PBS-VADIPATTI,L8Y,VADIPATTI,SHOLAVANDAN,8.40,9.00
SVN,71,K,EXP,C,PBS-VADIPATTI,L8Y,SHOLAVANDAN,VADIPATTI,9.10,9.30
SVN,71,K,EXP,C,PBS-VADIPATTI,L8X,VADIPATTI,SHOLAVANDAN,9.50,10.10
SVN,71,K,EXP,C,PBS-VADIPATTI,L8X,SHOLAVANDAN,VADIPATTI,10.20,10.40
SVN,71,K,EXP,C,PBS-VADIPATTI,L8X,VADIPATTI,SHOLAVANDAN,10.50,11.10
SVN,71,K,EXP,C,PBS-VADIPATTI,L8X,SHOLAVANDAN,VADIPATTI,11.20,11.40
SVN,71,K,EXP,C,PBS-VADIPATTI,L8X,VADIPATTI,SHOLAVANDAN,11.50,12.10
SVN,71,K,EXP,C,PBS-VADIPATTI,L8X,SHOLAVANDAN,VADIPATTI,12.20,12.40
SVN,71,K,EXP,C,PBS-VADIPATTI,L8X,VADIPATTI,SHOLAVANDAN,12.50,13.10
SVN,71,K,EXP,C,PBS-VADIPATTI,L8X,SHOLAVANDAN,VADIPATTI,13.30,13.50
SVN,71,K,EXP,C,PBS-VADIPATTI,L8X,VADIPATTI,SHOLAVANDAN,14.00,14.20
SVN,71,K,EXP,C,PBS-VADIPATTI,L8X,SHOLAVANDAN,VADIPATTI,14.30,14.50
SVN,71,K,EXP,C,PBS-VADIPATTI,L8X,VADIPATTI,SHOLAVANDAN,15.00,15.20
SVN,71,K,EXP,C,PBS-VADIPATTI,L8X,SHOLAVANDAN,VADIPATTI,15.30,15.50
SVN,71,K,EXP,C,PBS-VADIPATTI,L8X,VADIPATTI,SHOLAVANDAN,16.00,16.20
SVN,71,K,EXP,C,PBS-VADIPATTI,L8X,SHOLAVANDAN,VADIPATTI,16.30,16.50
SVN,71,K,EXP,C,PBS-VADIPATTI,L8X,VADIPATTI,SHOLAVANDAN,17.00,17.20
SVN,71,K,EXP,C,PBS-VADIPATTI,L8X,SHOLAVANDAN,VADIPATTI,17.30,17.50
SVN,71,K,EXP,C,PBS-VADIPATTI,L8X,VADIPATTI,SHOLAVANDAN,18.00,18.20
SVN,71,K,EXP,C,PBS-VADIPATTI,L8X,SHOLAVANDAN,VADIPATTI,18.30,18.50
SVN,71,K,EXP,C,PBS-VADIPATTI,L8X,VADIPATTI,SHOLAVANDAN,19.10,19.30
SVN,71,K,EXP,C,PBS-VADIPATTI,L8X,SHOLAVANDAN,VADIPATTI,19.40,20.00
SVN,71,K,EXP,C,PBS-VADIPATTI,L8X,VADIPATTI,SHOLAVANDAN,20.10,20.30
SVN,71,K,EXP,C,PBS-VADIPATTI,L8X,SHOLAVANDAN,VADIPATTI,20.40,21.00
SVN,71,K,EXP,C,PBS-VADIPATTI,L8X,VADIPATTI,SHOLAVANDAN,21.10,21.30
SVN,71,L,EXP,C,PBS-VADIPATTI,54/,SHOLAVANDAN,PBS,5.45,6.40
SVN,71,L,EXP,C,PBS-VADIPATTI,68A,PBS,DHAMODARANPATTI,6.45,7.55
SVN,71,L,EXP,C,PBS-VADIPATTI,68A,DHAMODARANPATTI,PBS,8.00,9.10
SVN,71,L,EXP,C,PBS-VADIPATTI,71B,PBS,VEERALIPATTI,9.35,10.45
SVN,71,L,EXP,C,PBS-VADIPATTI,71B,VEERALIPATTI,PBS,10.50,12.00
SVN,71,L,EXP,C,PBS-VADIPATTI,71,PBS,VADIPATTI,12.05,13.00
SVN,71,L,EXP,C,PBS-VADIPATTI,L8X,VADIPATTI,SHOLAVANDAN,13.25,13.40
SVN,71,L,EXP,C,PBS-VADIPATTI,68A/,SHOLAVANDAN,THAMODARANPATTI,13.50,14.10
SVN,71,L,EXP,C,PBS-VADIPATTI,68A,DHAMODARANPATTI,PBS,14.20,15.30
SVN,71,L,EXP,C,PBS-VADIPATTI,68A,PBS,DHAMODARANPATTI,16.00,17.10
SVN,71,L,EXP,C,PBS-VADIPATTI,68A,DHAMODARANPATTI,PBS,17.15,18.25
SVN,71,L,EXP,C,PBS-VADIPATTI,71B,PBS,VEERALIPATTI,18.35,19.45
SVN,71,L,EXP,C,PBS-VADIPATTI,71B,VEERALIPATTI,PBS,19.50,21.00
SVN,71,L,EXP,C,PBS-VADIPATTI,71,PBS,VADIPATTI,21.10,22.10
SVN,71,L,EXP,C,PBS-VADIPATTI,L8X,VADIPATTI,SHOLAVANDAN,22.15,22.30
SVN,71,M,EXP,C,PBS-VADIPATTI,L8B/,SVN DEPOT,VADIPATTI,3.55,4.10
SVN,71,M,EXP,C,PBS-VADIPATTI,71P/,VADIPATTI,PALLAPATTI,4.15,4.30
SVN,71,M,EXP,C,PBS-VADIPATTI,71PU,PALLAPATTI,ANR ULAVAR SANTHAI,4.35,6.05
SVN,71,M,EXP,C,PBS-VADIPATTI,3BU,ANR ULAVAR SANTHAI,PBS,6.10,6.30
SVN,71,M,EXP,C,PBS-VADIPATTI,41D,PBS,METTUNEERETHAN,6.50,7.45
SVN,71,M,EXP,C,PBS-VADIPATTI,41D,METTUNEERETHAN,PBS,7.50,8.50
SVN,71,M,EXP,C,PBS-VADIPATTI,29A,PBS,SHOLAVANDAN,9.05,10.00
SVN,71,M,EXP,C,PBS-VADIPATTI,29A,SHOLAVANDAN,PBS,10.05,11.00
SVN,71,M,EXP,C,PBS-VADIPATTI,29A,PBS,SHOLAVANDAN,11.10,12.05
SVN,71,M,EXP,C,PBS-VADIPATTI,L8X,SHOLAVANDAN,VADIPATTI,12.10,12.25
SVN,71,M,EXP,C,PBS-VADIPATTI,L8X,VADIPATTI,SHOLAVANDAN,12.30,12.45
SVN,71,M,EXP,C,PBS-VADIPATTI,29A,SHOLAVANDAN,PBS,13.10,14.10
SVN,71,M,EXP,C,PBS-VADIPATTI,41*,PBS,KUTLA.SAMATHUVAPURAM,14.15,15.35
SVN,71,M,EXP,C,PBS-VADIPATTI,41*,KUTLA.SAMATHUVAPURAM,PBS,15.40,17.00
SVN,71,M,EXP,C,PBS-VADIPATTI,41D,PBS,METTUNEERETHAN,17.15,18.15
SVN,71,M,EXP,C,PBS-VADIPATTI,41D,METTUNEERETHAN,PBS,18.20,19.20
SVN,71,M,EXP,C,PBS-VADIPATTI,29A,PBS,SHOLAVANDAN,19.30,20.25
SVN,71,M,EXP,C,PBS-VADIPATTI,L8X,SHOLAVANDAN,VADIPATTI,20.30,20.45
SVN,71,M,EXP,C,PBS-VADIPATTI,L8X,VADIPATTI,SHOLAVANDAN,20.55,21.15
SVN,71A,A,LSS,C,ABS-VADIPATTI,L8X,VADIPATTI,SHOLAVANDAN,6.00,6.20
SVN,71A,A,LSS,C,ABS-VADIPATTI,L8X,SHOLAVANDAN,VADIPATTI,6.30,6.50
SVN,71A,A,LSS,C,ABS-VADIPATTI,L2K,VADIPATTI,KUTLA.SAMUTHUVAPURAM,7.00,7.20
SVN,71A,A,LSS,C,ABS-VADIPATTI,L2K,KUTLA.SAMUTHUVAPURA,VADIPATTI,7.30,7.50
SVN,71A,A,LSS,C,ABS-VADIPATTI,L8K,VADIPATTI,KATTAKULAM,7.55,8.10
SVN,71A,A,LSS,C,ABS-VADIPATTI,L8K,KATTAKULAM,VADIPATTI,8.15,8.30
SVN,71A,A,LSS,C,ABS-VADIPATTI,71A,VADIPATTI,ABS,8.35,9.45
SVN,71A,A,LSS,C,ABS-VADIPATTI,71A,ABS,VADIPATTI,9.50,11.00
SVN,71A,A,LSS,C,ABS-VADIPATTI,L8X,VADIPATTI,SHOLAVANDAN,11.10,11.30
SVN,71A,A,LSS,C,ABS-VADIPATTI,L8X,SHOLAVANDAN,VADIPATTI,11.40,12.00
SVN,71A,A,LSS,C,ABS-VADIPATTI,L8X,VADIPATTI,SHOLAVANDAN,12.10,12.30
SVN,71A,A,LSS,C,ABS-VADIPATTI,L8X,SHOLAVANDAN,VADIPATTI,12.40,13.00
SVN,71A,A,LSS,C,ABS-VADIPATTI,L8X,VADIPATTI,SHOLAVANDAN,13.10,13.30
SVN,71A,A,LSS,C,ABS-VADIPATTI,L8X,SHOLAVANDAN,VADIPATTI,13.40,14.00
SVN,71A,A,LSS,C,ABS-VADIPATTI,L8X,VADIPATTI,SHOLAVANDAN,14.20,14.40
SVN,71A,A,LSS,C,ABS-VADIPATTI,L8X,SHOLAVANDAN,VADIPATTI,14.50,15.10
SVN,71A,A,LSS,C,ABS-VADIPATTI,L8X,VADIPATTI,SHOLAVANDAN,15.20,15.40
SVN,71A,A,LSS,C,ABS-VADIPATTI,L8X,SHOLAVANDAN,VADIPATTI,15.50,16.10
SVN,71A,A,LSS,C,ABS-VADIPATTI,L2K,VADIPATTI,KUTLA.SAMUTHUVAPURAM,16.20,16.40
SVN,71A,A,LSS,C,ABS-VADIPATTI,L2K,KUTLA.SAMUTHUVAPURAM,VADIPATTI,16.50,17.10
SVN,71A,A,LSS,C,ABS-VADIPATTI,L2P,VADIPATTI,POOCHAMPATTI,17.20,17.40
SVN,71A,A,LSS,C,ABS-VADIPATTI,L2P,POOCHAMPATTI,VADIPATTI,17.50,18.10
SVN,71A,A,LSS,C,ABS-VADIPATTI,L8X,VADIPATTI,SHOLAVANDAN,18.20,18.40
SVN,71A,A,LSS,C,ABS-VADIPATTI,L8X,SHOLAVANDAN,VADIPATTI,18.50,19.10
SVN,71A,A,LSS,C,ABS-VADIPATTI,L8X,VADIPATTI,SHOLAVANDAN,19.30,19.50
SVN,71A,A,LSS,C,ABS-VADIPATTI,L8X,SHOLAVANDAN,VADIPATTI,20.00,20.20
SVN,71A,A,LSS,C,ABS-VADIPATTI,L8X,VADIPATTI,SHOLAVANDAN,20.30,20.50
SVN,71A,A,LSS,C,ABS-VADIPATTI,L8X,SHOLAVANDAN,VADIPATTI,21.00,21.20
SVN,71A,A,LSS,C,ABS-VADIPATTI,L8X,VADIPATTI,SHOLAVANDAN,21.30,21.50
SVN,71A,A,LSS,C,ABS-VADIPATTI,L8X,SHOLAVANDAN,VADIPATTI,22.00,22.20
SVN,71A,A,LSS,C,ABS-VADIPATTI,L8X,VADIPATTI,SHOLAVANDAN,22.25,22.45
SVN,71P,A,SLF,C,PBS-PALLAPATTI,71,VADIPATTI,PBS,7.33,8.33
SVN,71P,A,SLF,C,PBS-PALLAPATTI,71,PBS,VADIPATTI,8.38,9.35
SVN,71P,A,SLF,C,PBS-PALLAPATTI,71,VADIPATTI,PBS,9.43,10.43
SVN,71P,A,SLF,C,PBS-PALLAPATTI,71,PBS,VADIPATTI,10.48,11.48
SVN,71P,A,SLF,C,PBS-PALLAPATTI,71,VADIPATTI,PBS,11.53,12.53
SVN,71P,A,SLF,C,PBS-PALLAPATTI,71,PBS,VADIPATTI,12.58,13.58
SVN,71P,A,SLF,C,PBS-PALLAPATTI,71,VADIPATTI,PBS,14.03,15.03
SVN,71P,A,SLF,C,PBS-PALLAPATTI,71,PBS,VADIPATTI,15.18,16.18
SVN,71P,A,SLF,C,PBS-PALLAPATTI,71,VADIPATTI,PBS,16.23,17.23
SVN,71P,A,SLF,C,PBS-PALLAPATTI,71,PBS,VADIPATTI,17.38,18.38
SVN,71P,A,SLF,C,PBS-PALLAPATTI,71,VADIPATTI,PBS,18.43,19.43
SVN,71P,A,SLF,C,PBS-PALLAPATTI,71,PBS,VADIPATTI,19.48,20.48
SVN,71P,A,SLF,C,PBS-PALLAPATTI,71,VADIPATTI,PBS,21.00,22.00
SVN,71P,A,SLF,C,PBS-PALLAPATTI,71,PBS,VADIPATTI,22.05,23.05
SVN,71P,B,SLF,C,PBS-PALLAPATTI,71,VADIPATTI,PBS,5.15,6.15
SVN,71P,B,SLF,C,PBS-PALLAPATTI,71PP,PBS,PALLAPATTI,6.25,7.40
SVN,71P,B,SLF,C,PBS-PALLAPATTI,71PP,PALLAPATTI,PBS,7.50,9.15
SVN,71P,B,SLF,C,PBS-PALLAPATTI,71,PBS,VADIPATTI,9.25,10.25
SVN,71P,B,SLF,C,PBS-PALLAPATTI,71,VADIPATTI,PBS,10.30,11.30
SVN,71P,B,SLF,C,PBS-PALLAPATTI,71,PBS,VADIPATTI,11.35,12.35
SVN,71P,B,SLF,C,PBS-PALLAPATTI,71,VADIPATTI,PBS,13.05,14.00
SVN,71P,B,SLF,C,PBS-PALLAPATTI,71,PBS,VADIPATTI,14.05,15.05
SVN,71P,B,SLF,C,PBS-PALLAPATTI,71,VADIPATTI,PBS,15.10,16.10
SVN,71P,B,SLF,C,PBS-PALLAPATTI,71PP,PBS,PALLAPATTI,16.15,17.35
SVN,71P,B,SLF,C,PBS-PALLAPATTI,71PP,PALLAPATTI,PBS,17.40,19.00
SVN,71P,B,SLF,C,PBS-PALLAPATTI,71,PBS,VADIPATTI,19.05,20.05
SVN,71P,B,SLF,C,PBS-PALLAPATTI,71,VADIPATTI,PBS,20.20,21.20
SVN,71P,B,SLF,C,PBS-PALLAPATTI,71,PBS,VADIPATTI,21.30,22.30
TPK,72,A,EXP,C,PBS-MELAUPPILIKUNDU,5/,TPKUNDRAM,PBS,6.00,6.20
TPK,72,A,EXP,C,PBS-MELAUPPILIKUNDU,72,PBS,MELA UPPILIKUNDU,6.25,7.15
TPK,72,A,EXP,C,PBS-MELAUPPILIKUNDU,72,MELA UPPILIKUNDU,PBS,7.20,8.20
TPK,72,A,EXP,C,PBS-MELAUPPILIKUNDU,72,PBS,MELA UPPILIKUNDU,8.25,9.25
TPK,72,A,EXP,C,PBS-MELAUPPILIKUNDU,72,MELA UPPILIKUNDU,PBS,9.30,10.30
TPK,72,A,EXP,C,PBS-MELAUPPILIKUNDU,72,PBS,MELA UPPILIKUNDU,10.50,11.50
TPK,72,A,EXP,C,PBS-MELAUPPILIKUNDU,72,MELA UPPILIKUNDU,PBS,12.00,13.00
TPK,72,A,EXP,C,PBS-MELAUPPILIKUNDU,5\,PBS,MANNAR COLLEGE,13.20,13.35
TPK,72,A,EXP,C,PBS-MELAUPPILIKUNDU,5\,MANNAR COLLEGE,PBS,13.40,13.55
TPK,72,A,EXP,C,PBS-MELAUPPILIKUNDU,7/,PBS,ARAPPALAYAM,14.40,14.50
TPK,72,A,EXP,C,PBS-MELAUPPILIKUNDU,7/,ARAPPALAYAM,PBS,15.00,15.10
TPK,72,A,EXP,C,PBS-MELAUPPILIKUNDU,72,PBS,MELA UPPILIKUNDU,15.25,16.25
TPK,72,A,EXP,C,PBS-MELAUPPILIKUNDU,72,MELA UPPILIKUNDU,PBS,16.30,17.30
TPK,72,A,EXP,C,PBS-MELAUPPILIKUNDU,72,PBS,MELA UPPILIKUNDU,17.35,18.35
TPK,72,A,EXP,C,PBS-MELAUPPILIKUNDU,72,MELA UPPILIKUNDU,PBS,18.40,19.40
TPK,72,A,EXP,C,PBS-MELAUPPILIKUNDU,72,PBS,MELA UPPILIKUNDU,20.00,21.00
TPK,72,A,EXP,C,PBS-MELAUPPILIKUNDU,72,MELA UPPILIKUNDU,PBS,21.02,22.00
TPK,72,A,EXP,C,PBS-MELAUPPILIKUNDU,5/,PBS,TPKUNDRAM,22.05,22.20
TPK,72D,A,EXP,C,PBS-KALLANAI,5/,TPKUNDRAM,PBS,4.45,5.00
TPK,72D,A,EXP,C,PBS-KALLANAI,11,PBS,PARK TOWN,5.05,5.35
TPK,72D,A,EXP,C,PBS-KALLANAI,11,PARK TOWN,PBS,5.40,6.15
TPK,72D,A,EXP,C,PBS-KALLANAI,72D,PBS,KALLANAI,6.35,7.25
TPK,72D,A,EXP,C,PBS-KALLANAI,72D,KALLANAI,PBS,7.30,8.30
TPK,72D,A,EXP,C,PBS-KALLANAI,72DX,PBS,KALLANAI PUDUR,8.50,9.50
TPK,72D,A,EXP,C,PBS-KALLANAI,72DX,KALLANAI PUDUR,PBS,9.55,10.55
TPK,72D,A,EXP,C,PBS-KALLANAI,72D,PBS,KALLANAI,11.00,12.00
TPK,72D,A,EXP,C,PBS-KALLANAI,72D,KALLANAI,PBS,12.05,13.05
TPK,72D,A,EXP,C,PBS-KALLANAI,72D,PBS,KALLANAI,14.00,15.00
TPK,72D,A,EXP,C,PBS-KALLANAI,72D,KALLANAI,PBS,15.05,16.05
TPK,72D,A,EXP,C,PBS-KALLANAI,72D,PBS,KALLANAI,16.10,17.10
TPK,72D,A,EXP,C,PBS-KALLANAI,72D,KALLANAI,PBS,17.15,18.15
TPK,72D,A,EXP,C,PBS-KALLANAI,11,PBS,PARK TOWN,18.25,19.00
TPK,72D,A,EXP,C,PBS-KALLANAI,11,PARK TOWN,PBS,19.05,19.40
TPK,72D,A,EXP,C,PBS-KALLANAI,72DX,PBS,KALLANAI PUDUR,19.45,20.45
TPK,72D,A,EXP,C,PBS-KALLANAI,72DX,KALLANAI PUDUR,PBS,20.50,21.50
TPK,72D,A,EXP,C,PBS-KALLANAI,5/,PBS,TPKUNDRAM,21.52,22.05
PDR,74,A,EXP,C,ABS-KODANGIPATTI,2/,PUDUR,ABS,4.00,4.10
PDR,74,A,EXP,C,ABS-KODANGIPATTI,74/,ABS,KODANGIPATTI,4.15,5.15
PDR,74,A,EXP,C,ABS-KODANGIPATTI,74US,KODANGIPATTI,CHOCKIKULAM US,5.20,6.50
PDR,74,A,EXP,C,ABS-KODANGIPATTI,3B/11,CHOCKIKULAM US,ANNA NAGAR US,6.52,6.55
PDR,74,A,EXP,C,ABS-KODANGIPATTI,3B*,ANNA NAGAR US,ABS,7.05,7.15
PDR,74,A,EXP,C,ABS-KODANGIPATTI,88A,ABS,THIRUPPUVANAM,7.30,8.45
PDR,74,A,EXP,C,ABS-KODANGIPATTI,88,THIRUPPUVANAM,PBS,8.50,10.10
PDR,74,A,EXP,C,ABS-KODANGIPATTI,74,PBS,KODANGIPATTI,10.15,11.35
PDR,74,A,EXP,C,ABS-KODANGIPATTI,74/,KODANGIPATTI,ABS,11.40,12.50
PDR,74,A,EXP,C,ABS-KODANGIPATTI,88A,ABS,THIRUPPUVANAM,13.00,14.15
PDR,74,A,EXP,C,ABS-KODANGIPATTI,88,THIRUPPUVANAM,PBS,14.20,15.35
PDR,74,A,EXP,C,ABS-KODANGIPATTI,88,PBS,THIRUPPUVANAM,15.50,17.10
PDR,74,A,EXP,C,ABS-KODANGIPATTI,88,THIRUPPUVANAM,PBS,17.15,18.35
PDR,74,A,EXP,C,ABS-KODANGIPATTI,74,PBS,KODANGIPATTI,18.55,20.15
PDR,74,A,EXP,C,ABS-KODANGIPATTI,74/,KODANGIPATTI,ABS,20.20,21.30
PDR,74,A,EXP,C,ABS-KODANGIPATTI,2/3,ABS,PUDUR,21.35,21.45
MCB,74A,A,EXP,C,IBS-VALAYAPATTI,74A,VALAYAPATTI,INTEGRATED B.S.,5.00,6.10
MCB,74A,A,EXP,C,IBS-VALAYAPATTI,74A,INTEGRATED B.S.,VALAYAPATTI,6.15,7.40
MCB,74A,A,EXP,C,IBS-VALAYAPATTI,74A,VALAYAPATTI,INTEGRATED B.S.,7.45,9.15
MCB,74A,A,EXP,C,IBS-VALAYAPATTI,77BA,INTEGRATED B.S.,ARAPPALAYAM,9.30,10.00
MCB,74A,A,EXP,C,IBS-VALAYAPATTI,77BA,ARAPPALAYAM,INTEGRATED B.S.,10.05,10.35
MCB,74A,A,EXP,C,IBS-VALAYAPATTI,77BA,INTEGRATED B.S.,ARAPPALAYAM,10.40,11.10
MCB,74A,A,EXP,C,IBS-VALAYAPATTI,77BA,ARAPPALAYAM,INTEGRATED B.S.,11.12,11.42
MCB,74A,A,EXP,C,IBS-VALAYAPATTI,700,INTEGRATED B.S.,PBS,11.45,12.08
MCB,74A,A,EXP,C,IBS-VALAYAPATTI,23A,PBS,ALANAGANALLUR,12.55,13.55
MCB,74A,A,EXP,C,IBS-VALAYAPATTI,23A,ALANAGANALLUR,PBS,14.00,15.00
MCB,74A,A,EXP,C,IBS-VALAYAPATTI,700,PBS,INTEGRATED B.S.,15.05,15.30
MCB,74A,A,EXP,C,IBS-VALAYAPATTI,74A,INTEGRATED B.S.,VALAYAPATTI,15.35,17.05
MCB,74A,A,EXP,C,IBS-VALAYAPATTI,74A,VALAYAPATTI,INTEGRATED B.S.,17.20,18.50
MCB,74A,A,EXP,C,IBS-VALAYAPATTI,700,INTEGRATED B.S.,PBS,18.55,19.15
MCB,74A,A,EXP,C,IBS-VALAYAPATTI,700,PBS,INTEGRATED B.S.,20.45,21.05
MCB,74A,A,EXP,C,IBS-VALAYAPATTI,74A,INTEGRATED B.S.,VALAYAPATTI,21.10,22.15
MLR,75,A,SLF,C,PBS-MELUR,75,MELUR,PBS,5.20,6.20
MLR,75,A,SLF,C,PBS-MELUR,75,PBS,MELUR,6.30,7.35
MLR,75,A,SLF,C,PBS-MELUR,75,MELUR,PBS,7.50,8.55
MLR,75,A,SLF,C,PBS-MELUR,75,PBS,MELUR,9.00,10.05
MLR,75,A,SLF,C,PBS-MELUR,75,MELUR,PBS,10.10,11.15
MLR,75,A,SLF,C,PBS-MELUR,75,PBS,MELUR,11.20,12.25
MLR,75,A,SLF,C,PBS-MELUR,75,MELUR,PBS,12.30,13.35
MLR,75,A,SLF,C,PBS-MELUR,75,PBS,MELUR,13.50,14.55
MLR,75,A,SLF,C,PBS-MELUR,75,MELUR,PBS,15.00,16.05
MLR,75,A,SLF,C,PBS-MELUR,75,PBS,MELUR,16.20,17.25
MLR,75,A,SLF,C,PBS-MELUR,75,MELUR,PBS,17.30,18.35
MLR,75,A,SLF,C,PBS-MELUR,75,PBS,MELUR,18.40,19.45
MLR,75,A,SLF,C,PBS-MELUR,75,MELUR,PBS,19.50,20.55
MLR,75,A,SLF,C,PBS-MELUR,75,PBS,MELUR,21.15,22.20
MLR,75,B,SLF,C,PBS-MELUR,75,MELUR,PBS,5.40,6.40
MLR,75,B,SLF,C,PBS-MELUR,75,PBS,MELUR,6.50,7.55
MLR,75,B,SLF,C,PBS-MELUR,75,MELUR,PBS,8.10,9.15
MLR,75,B,SLF,C,PBS-MELUR,75,PBS,MELUR,9.20,10.25
MLR,75,B,SLF,C,PBS-MELUR,75,MELUR,PBS,10.30,11.35
MLR,75,B,SLF,C,PBS-MELUR,75,PBS,MELUR,11.40,12.45
MLR,75,B,SLF,C,PBS-MELUR,75,MELUR,PBS,12.50,13.55
MLR,75,B,SLF,C,PBS-MELUR,75,PBS,MELUR,14.10,15.15
MLR,75,B,SLF,C,PBS-MELUR,75,MELUR,PBS,15.20,16.25
MLR,75,B,SLF,C,PBS-MELUR,75,PBS,MELUR,16.40,17.45
MLR,75,B,SLF,C,PBS-MELUR,75,MELUR,PBS,17.50,18.55
MLR,75,B,SLF,C,PBS-MELUR,75,PBS,MELUR,19.00,20.05
MLR,75,B,SLF,C,PBS-MELUR,75,MELUR,PBS,20.10,21.15
MLR,75,B,SLF,C,PBS-MELUR,75,PBS,MELUR,21.45,22.50
MLR,75,C,SLF,C,PBS-MELUR,75,MELUR,PBS,6.10,7.10
MLR,75,C,SLF,C,PBS-MELUR,75,PBS,MELUR,7.30,8.35
MLR,75,C,SLF,C,PBS-MELUR,75,MELUR,PBS,8.40,9.45
MLR,75,C,SLF,C,PBS-MELUR,75,PBS,MELUR,9.50,10.55
MLR,75,C,SLF,C,PBS-MELUR,75,MELUR,PBS,11.00,12.05
MLR,75,C,SLF,C,PBS-MELUR,75,PBS,MELUR,12.20,13.25
MLR,75,C,SLF,C,PBS-MELUR,75,MELUR,PBS,13.30,14.35
MLR,75,C,SLF,C,PBS-MELUR,75,PBS,MELUR,14.50,15.55
MLR,75,C,SLF,C,PBS-MELUR,75,MELUR,PBS,16.00,17.05
